,prices,location,furnished,owner,link,title,area,type,dates,text,bathrooms,text1,co-ordinate,depo
21,₹ 1.05 Cr Onwards,Satyam Skyline 2,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-satyam-skyline-2-naranpura-ahmedabad-west-1672-sq-ft-to1912-sq-ft-npspid-W55822162,3 BHK Residential Apartment in Naranpura,"1,672-1,912 sq.ft. (155-178 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 07th Apr, 2021 by Builder",,,,,
22,"₹ 22.57 Lac₹ 2,458/sq.ft.",Sarjan 2,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sarjan-2-changodar-ahmedabad-south-918-sq-ft-npspid-Z55830392,2 BHK Residential Apartment in Changodar,918 sq.ft. (85 sq.m.) Super built-up Area,2 BHK2 Baths,"Posted on 07th Apr, 2021 by Builder",,,,,
23,₹ 61.49  - 68.99 Lac,Sanskruti,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sanskruti-randesan-gandhinagar-1845-sq-ft-to2070-sq-ft-npspid-Y56517418,3 BHK Residential Apartment in Randesan,"1,845-2,070 sq.ft. (171-192 sq.m.) Super built-up Area",3 BHK,"Posted on 09th Jun, 2021 by Builder",,,,,
24,Price on Request,Synthesis Altius Vibe,,,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-synthesis-altius-vibe-ambli-ahmedabad-west-3046-sq-ft-npspid-U56006736,4 BHK Residential Apartment in Ambli,"3,046 sq.ft. (283 sq.m.) Carpet Area",4 BHK6 Baths,"Posted on 19th Apr, 2021 by Builder",,,,,
25,₹ 40.95  - 45.71 Lac₹ 6247/sq.ft.,Swagat Queens Land,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-swagat-queens-land-sargasan-gandhinagar-649-sq-ft-to739-sq-ft-npspid-J55107338,2 BHK Residential Apartment in Sargasan,649-739 sq.ft. (60-69 sq.m.) Carpet Area,2 BHK2 Baths,"Posted on 01st Mar, 2021 by Builder",,,,,
26,"₹ 52.56 Lac₹ 3,650/sq.ft.",Palladian Greens,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-palladian-greens-south-bopal-ahmedabad-west-1440-sq-ft-spid-D53949430,3 BHK Residential Apartment in South Bopal,"1,440 sq.ft. (134 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 09th May, 2021 by RERA Registered Dealer",,,,,
27,Price on Request,Harekrushna Happy Highland,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-harekrushna-happy-highland-manipur-ahmedabad-west-551-sq-ft-to563-sq-ft-npspid-F56594160,2 BHK Residential Apartment in Manipur,550-562 sq.ft. (51-52 sq.m.) Carpet Area,2 BHK2 Baths,"Posted on 14th Jun, 2021 by Builder",,,,,
28,₹ 85.68  - 98.28 Lac,Shyam Heights,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-shyam-heights-nava-vadaj-ahmedabad-west-870-sq-ft-to1001-sq-ft-npspid-B56585822,3 BHK Residential Apartment in Nava Vadaj,"870-1,001 sq.ft. (81-93 sq.m.) Carpet Area",3 BHK3 Baths,"Posted on 14th Jun, 2021 by Builder",,,,,
29,₹ 20.26 Lac Onwards,Arvind Aavishkaar,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-arvind-aavishkaar-naroda-ahmedabad-east-832-sq-ft-to1105-sq-ft-npspid-V56614078,2 BHK Residential Apartment in Naroda,"832-1,105 sq.ft. (77-103 sq.m.) Super built-up Area",2 BHK2 Baths,"Posted on 15th Jun, 2021 by Builder",,,,,
30,₹ 50.76  - 52.49 Lac,Vivaan Elementos,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-vivaan-elementos-zundal-ahmedabad-north-822-sq-ft-to850-sq-ft-npspid-K56387488,3 BHK Residential Apartment in Zundal,822-850 sq.ft. (76-79 sq.m.) Carpet Area,3 BHK3 Baths,"Posted on 31st May, 2021 by Builder",,,,,
31,₹ 54.5 Lac Onwards,Anand Elegance,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-anand-elegance-shela-ahmedabad-south-1405-sq-ft-to1495-sq-ft-npspid-H56438180,2 BHK Residential Apartment in Shela,"1,405-1,495 sq.ft. (131-139 sq.m.) Super built-up Area",2 BHK,"Posted on 04th Jun, 2021 by Builder",,,,,
32,"₹ 27.35  - 29.35 Lac₹ 3,884/sq.ft.",Hari Om Elegance,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-hari-om-elegance-godhavi-ahmedabad-west-702-sq-ft-to760-sq-ft-npspid-S56232930,2 BHK Residential Apartment in Godhavi,702-760 sq.ft. (65-71 sq.m.) Carpet Area,2 BHK2 Baths,"Posted on 14th May, 2021 by Builder",,,,,
33,₹ 54.5 Lac,Vishwanath Samam,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-vishwanath-samam-shela-ahmedabad-south-1500-sq-ft-npspid-H56329374,3 BHK Residential Apartment in Shela,"1,500 sq.ft. (139 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 25th May, 2021 by Builder",,,,,
34,"₹ 2.62  - 2.72 Cr₹ 7,559/sq.ft.",Sahajanand Casa Amplio,,,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-sahajanand-casa-amplio-thaltej-ahmedabad-west-3464-sq-ft-to3600-sq-ft-npspid-N55103940,4 BHK Residential Apartment in Thaltej,"3,464-3,600 sq.ft. (322-334 sq.m.) Super built-up Area",4 BHK4 Baths,"Posted on 01st Mar, 2021 by Builder",,,,,
35,Price on Request,Palladian Greens,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-palladian-greens-south-bopal-ahmedabad-west-1440-sq-ft-to1485-sq-ft-npspid-B56449204,3 BHK Residential Apartment in South Bopal,"1,440-1,485 sq.ft. (134-138 sq.m.) Super built-up Area",3 BHK,"Posted on 05th Jun, 2021 by Builder",,,,,
36,Price on Request,Palladian Greens,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-palladian-greens-south-bopal-ahmedabad-west-1125-sq-ft-to1251-sq-ft-npspid-S56449202,2 BHK Residential Apartment in South Bopal,"1,125-1,251 sq.ft. (105-116 sq.m.) Super built-up Area",2 BHK,"Posted on 05th Jun, 2021 by Builder",,,,,
37,"₹ 42.51 Lac₹ 2,742/sq.ft.",Rang Reality Seattle Sky,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-rang-reality-seattle-sky-shantipura-ahmedabad-west-1550-sq-ft-npspid-V55747810,3 BHK Residential Apartment in Shantipura,"1,550 sq.ft. (144 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 02nd Apr, 2021 by Builder",,,,,
38,"₹ 1.06  - 1.4 Cr₹ 5,608/sq.ft.",Skylon,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-skylon-gota-ahmedabad-north-1890-sq-ft-to2502-sq-ft-npspid-G55557482,3 BHK Residential Apartment in Gota,"1,890-2,502 sq.ft. (176-232 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 23rd Mar, 2021 by Builder",,,,,
39,₹ 1.5 Cr,Sheetal Westpark Residency,,,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-sheetal-westpark-residency-vastrapur-ahmedabad-west-2415-sq-ft-npspid-M55844134,4 BHK Residential Apartment in Vastrapur,"2,415 sq.ft. (224 sq.m.) Super built-up Area",4 BHK4 Baths,"Posted on 08th Apr, 2021 by Builder",,,,,
40,Price on Request,Arpan Radhe Infinity,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-arpan-radhe-infinity-kudasal-gandhinagar-1350-sq-ft-npspid-H54687242,3 BHK Residential Apartment in Kudasan,"1,350 sq.ft. (125 sq.m.) Built-up Area",3 BHK3 Baths,"Posted on 08th Feb, 2021 by Builder",,,,,
41,Price on Request,Captown Enhance,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-captown-enhance-sindhu-bhavan-road-ahmedabad-west-1651-sq-ft-npspid-G56012948,3 BHK Residential Apartment in Sindhu Bhavan Road,"1,651 sq.ft. (153 sq.m.) Super built-up Area",3 BHK,"Posted on 19th Apr, 2021 by Builder",,,,,
42,Price on Request,Suramya Abode,,,https://www.99acres.com/residential-land-for-sale-in-suramya-abode-sanand-nalsarovar-road-ahmedabad-west-3600-sq-yard-to27000-sq-yard-npspid-F56008566,Residential land / Plot in Sanand Nalsarovar Road,"3,600-27,000 sq.ft. (334-2508 sq.m.) Plot Area",,"Posted on 19th Apr, 2021 by Builder",,,,,
43,₹ 98.27 Lac Onwards,Sheetal Westpark Residency,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sheetal-westpark-residency-vastrapur-ahmedabad-west-1585-sq-ft-to2020-sq-ft-npspid-N55844132,3 BHK Residential Apartment in Vastrapur,"1,585-2,020 sq.ft. (147-188 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 08th Apr, 2021 by Builder",,,,,
44,Price on Request,Himalaya Mainland Pinnacle II,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-himalaya-mainland-pinnacle-ii-tragad-ahmedabad-north-747-sq-ft-to765-sq-ft-npspid-H54689802,3 BHK Residential Apartment in Tragad,746-765 sq.ft. (69-71 sq.m.) Carpet Area,3 BHK2 Baths,"Posted on 08th Feb, 2021 by Builder",,,,,
45,Price on Request,Sheladia Empire Evok,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sheladia-empire-evok-isanpur-ahmedabad-east-1672-sq-ft-npspid-R55710644,3 BHK Residential Apartment in Isanpur,"1,672 sq.ft. (155 sq.m.) Super built-up Area",3 BHK,"Posted on 01st Apr, 2021 by Builder",,,,,
46,₹ 1.7 Cr,Satyam Skyline 2,,,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-sale-in-satyam-skyline-2-naranpura-ahmedabad-west-2705-sq-ft-npspid-Z55822160,4 BHK Residential Apartment in Naranpura,"2,705 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths,"Posted on 07th Apr, 2021 by Builder",,,,,
47,₹ 1.05 Cr Onwards,Satyam Skyline 2,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-satyam-skyline-2-naranpura-ahmedabad-west-1672-sq-ft-to1912-sq-ft-npspid-W55822162,3 BHK Residential Apartment in Naranpura,"1,672-1,912 sq.ft. (155-178 sq.m.) Super built-up Area",3 BHK3 Baths,"Posted on 07th Apr, 2021 by Builder",,,,,
48,"₹ 22.57 Lac₹ 2,458/sq.ft.",Sarjan 2,,,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-sarjan-2-changodar-ahmedabad-south-918-sq-ft-npspid-Z55830392,2 BHK Residential Apartment in Changodar,918 sq.ft. (85 sq.m.) Super built-up Area,2 BHK2 Baths,"Posted on 07th Apr, 2021 by Builder",,,,,
49,₹ 61.49  - 68.99 Lac,Sanskruti,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sanskruti-randesan-gandhinagar-1845-sq-ft-to2070-sq-ft-npspid-Y56517418,3 BHK Residential Apartment in Randesan,"1,845-2,070 sq.ft. (171-192 sq.m.) Super built-up Area",3 BHK,"Posted on 09th Jun, 2021 by Builder",,,,,
50,₹ 61.49  - 68.99 Lac,Sanskruti,,,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-sanskruti-randesan-gandhinagar-1845-sq-ft-to2070-sq-ft-npspid-H81207360,3 BHK Residential Apartment in Randesan,"1,845-2,070 sq.ft. (171-192 sq.m.) Super built-up Area",3 BHK,"Posted on 09th Jun, 2021 by Builder",,,,,
0,,,,ID: P93418331 — Posted: 5 hours ago by Sheetalkumar Shete,https://www.propertywala.com/P23220531,"1BHK Apartment in Etasha Co.op Housing Society, Pune",52.21 SqMeters Apartment @ Rs.230/SqMeter +50%,,,"This is a 1 bhk semi-Furnished apartment available for rent. Affordable properties now on rent in pune. Affordable rental house available in hadapsar. The property is on floor number 2 in a building with 9 floors. Security amount of rs 30000 will be charged. Fabulous property available for...
                    
                    more details",,,,
1,,,,ID: P61324325 — Posted: 6 hours ago by Parminder Singh,https://www.propertywala.com/P55132359,2 BHK flat for rent in Nyati Enclave,1045 SqFeet Apartment @ Rs.13/SqFeet -10%,,,"The 2 bhk flat set in a cosmopolitan gated society. The flat is on the 3rd floor of a 7 storeyed building. The flat has a balcony attached with living room. An eye level terrace with the master bedroom. The property is in a housing society having well maintained amenities like swimming ...
                    
                    more details",,,,
2,,,,ID: P82431813 — Posted: 8 hours ago by Vijay Naik,https://www.propertywala.com/P82371693,1 RK Flat for Male Bachelor in Wadgoan Sheri,450 SqFeet Apartment @ Rs.12/SqFeet -40%,,,"1 RK Semi Furnished 450 sqft Residential Flat for Rent in Chandan Nagar, Pune . The Flat has 1 bathroom(s), and this complex has a total of 2 floors & my Flat is in floor no 2nd , and it will be available in Immediate. It is a 5-10 Years property. Rent quoted for this property is Rs ...
                    
                    more details",,,,
3,,,,ID: P33140324 — Posted: 21 hours ago by Atul Khairnar,https://www.propertywala.com/P37164323,1BHK flat in Old sangvi,700 SqMeters Apartment @ Rs.19/SqMeter -90%,,,"First floow 1BHK fully renovated flat for rent starting from 1st April, Close to grocery shop and core area of Sangvi.
                    
                    more details",,,,
4,,,,ID: P23220531 — Posted: Yesterday by RAJESH PATRIKE,https://www.propertywala.com/P82431813,1BHK Apartment in Kumar Samruddhi (Kumar Samruddhi),55.74 SqMeters Apartment @ Rs.269/SqMeter +30%,,,"Kumar samruddhi society is an exclusive project located in tingre nagar, pune east and well connected by major road(s) like deccan college road, sant jnaneshwar marg, nagar road. This project has been developed by kumar builders who are one of the reputed developers in the pune. The ...
                    
                    more details",,,,
5,,,,ID: P94204832 — Posted: 2 days ago by Akvindersingh Sandhu,https://www.propertywala.com/P24163632,"2BHK, Ubale Nagar, Pune",914 SqFeet Apartment @ Rs.16/SqFeet -5%,,,"2BHK, Ubale Nagar, Pune
2BHK Property available for Rent on Nagar Road, Ubale Nagar, Pune

                    
                    more details",,,,
6,,,,ID: P24289632 — Posted: 2 days ago by Amit Agarwal,https://www.propertywala.com/P82359633,"3 BHK Apartment for Rent in Bramha Sky City, Near Pune International Airport",1350 SqFeet Apartment @ Rs.19/SqFeet +10%,,,"2.5 km from pune international airport, near symbiosis university, new viman nagar, phonix mall, ishnaya mall, golf club, grocery store within society, daily needs available at a walking distance, 2 lifts, club house, gym, 
                    
                    more details",,,,
7,,,,ID: P18050542 — Posted: 3 days ago by D S Kad,https://www.propertywala.com/P35949323,"2BHK Builder Floor in Baburao Dhore Bhavan, Pune",92.9 SqMeters Apartment @ Rs.151/SqMeter -20%,,,"Corner prime property, through out day sun light and fresh air excellent air ventilation, 24 hrs water, first floor with lift very comfortable property, Closed to schools banks atm market bus stop auto stand, mega mart, airport, pune university, pune city, aundh,etc,food malls, mess, ...
                    
                    more details",,,,
8,,,,ID: P73235881 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P82371603,HelloWorld Equinox - Comfort - Coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
9,,,,ID: P93587432 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P18050542,HelloWorld Equinox - Club - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
10,,,,ID: P49233235 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P49143235,HelloWorld Equinox - Comfort - Coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
11,,,,ID: P73235908 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P49233235,HelloWorld Equinox - Club - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
12,,,,ID: P82359633 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P93418331,HelloWorld Equinox - Comfort - Coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
13,,,,ID: P62323595 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P62323595,HelloWorld Equinox - Convenience - Coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
14,,,,ID: P55132359 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P23835132,HelloWorld Equinox - Club - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
15,,,,ID: P82371693 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P73235872,HelloWorld Embassy CoLiving - Classic - 4 Sharing (Private Room),Apartment / Flat,,,"Located at Hinjewadi, Pune, this fully-furnished co-living property is a treat for your eyes. Close to famous bakeries and general stores, your new home is the perfect spot to chill at and binge-watch your favourite series while munching on some delectable cookies. Don’t worry about WiFi ...
                    
                    more details",,,,
16,,,,ID: P37164323 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P33140324,HelloWorld Embassy CoLiving - Club - 2 sharing (Private Room),Apartment / Flat,,,"Located at Hinjewadi, Pune, this fully-furnished co-living property is a treat for your eyes. Close to famous bakeries and general stores, your new home is the perfect spot to chill at and binge-watch your favourite series while munching on some delectable cookies. Don’t worry about WiFi ...
                    
                    more details",,,,
17,,,,ID: P82371603 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P59332416,HelloWorld Embassy CoLiving - Comfort - 2 sharing (Private Room),Apartment / Flat,,,"Located at Hinjewadi, Pune, this fully-furnished co-living property is a treat for your eyes. Close to famous bakeries and general stores, your new home is the perfect spot to chill at and binge-watch your favourite series while munching on some delectable cookies. Don’t worry about WiFi ...
                    
                    more details",,,,
18,,,,ID: P54532383 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P24289632,HelloWorld Elite CoLiving - Club - AC (Private Room),Apartment / Flat,,,"Close to all famous tech companies and business parks, this fully-furnished co-living property stands tall in the suburbs of Pune. Now, you can experience true premiumness and real comfort of living in an upscale area at affordable prices. With all basic amenities and uninterrupted WiFi in...
                    
                    more details",,,,
19,,,,ID: P24163632 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P54532383,HelloWorld Equinox CoLiving - Comfort - Coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
20,,,,ID: P73235872 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P73235881,HelloWorld Equinox - Classic - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
21,,,,ID: P49143235 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P93587432,HelloWorld Equinox - Classic - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
22,,,,ID: P35949323 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P94204832,HelloWorld Equinox - Classic - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
23,,,,ID: P23835132 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P61324325,HelloWorld Elite CoLiving - Classic - AC (Private Room),Apartment / Flat,,,"Close to all famous tech companies and business parks, this fully-furnished co-living property stands tall in the suburbs of Pune. Now, you can experience true premiumness and real comfort of living in an upscale area at affordable prices. With all basic amenities and uninterrupted WiFi in...
                    
                    more details",,,,
24,,,,ID: P59332416 — Posted: 5 days ago by Vinay Jain,https://www.propertywala.com/P73235908,HelloWorld Equinox CoLiving - Classic - coliving (Private Room),Apartment / Flat,,,"Located in the famous IT hub of the town, this fully-furnished co-living property can be your new dream home. HelloWorld Equinox has everything you need at the premises. Binge-watch movies using WiFi or visit the exclusive lounge for some quality time with your friends. You can play fun ...
                    
                    more details",,,,
0,"₹ 15,000 /monthDeposit ₹ 32000",Godrej Infinity,,,/2-bhk-bedroom-residential-apartments-for-rent-in-godrej-infinity-keshav-nagar-pune-1100-sq-ft-spid-I54762002,2 BHK Residential Apartment for rent in Keshav Nagar,"1,100 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths,,"2bhk flat for rent at prime location with all modern amenties swimming pool,gym etc..",,,,
1,"₹ 16,000 /monthDeposit ₹ 50000",Vilas Javdekar Yashwin,,,/2-bhk-bedroom-residential-apartments-for-rent-in-vilas-javdekar-yashwin-sus-pune-1099-sq-ft-spid-Y53602568,2 BHK Residential Apartment for rent in Sus,"1,099 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths,,"This is your chance to rent a 2 bhk residential apartment in vilas javadekar yashwin, sus, pune, maharashtra where luxury comes with affordability. Basic details: You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, kitchen, spacious hall and 1 balcony. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has go...",,,,
2,"₹ 30,000 /monthDeposit ₹ 150000",Kalpataru Splendour,,,/3-bhk-bedroom-residential-apartments-for-rent-in-kalpataru-splendour-shankar-kalat-nagar-pune-1457-sq-ft-spid-S55097348,3 BHK Residential Apartment for rent in Shankar Kalat Nagar,"1,457 sq.ft. (135 sq.m.) Carpet Area",3 BHK3 Baths,,"Looking for an affordable apartment with best facilities? You are at the right place! A semi furnished residential apartment at shankar kalat nagar, pune, with carpet area of 1457 sq. Ft. Is available for rent. It is located on the 12th floor, which comprises of 3 bedrooms, 3 bathrooms, 3 wardrobes, modular kitchen, water purifier, exhaust fan, 3 geysers, stove, 3 ac, and fans. There are 3 balc...",,,,
3,"₹ 35,000 /monthDeposit ₹ 150000",,,,/4-bhk-bedroom-independent-house-for-rent-in-market-yard-pune-2500-sq-ft-spid-R55264082,4 Bedroom Independent House for rent in Market yard,"2,500 sq.ft. (232 sq.m.) Plot Area",4 BHK4 Baths,,"The house of your dreams is available for rent! Get ready to live in this beautiful semi furnished independent house with plot area of 2500 sq. Ft. At market yard, pune. The property has 3 floors, which comprises of 4 bedrooms, 4 bathrooms, 2 beds, modular kitchen, lights, fans, and bathroom fixtures. Everything within the house is of high quality. Buying daily essentials gets convenient for th...",,,,
4,"₹ 18,000 /monthDeposit ₹ 50000",Surobhi Park,,,/1-bhk-bedroom-residential-apartments-for-rent-in-surobhi-park-aundh-pune-700-sq-ft-spid-U55704910,1 BHK Residential Apartment for rent in Aundh,700 sq.ft. (65 sq.m.) Super built-up Area,1 BHK1 Bath,,"Prime location fully furnished airy society every need at walkable distance . Water available 24 hours. Western toilet. Exclusive covered parking, maintenance by owner. Well maintained society. Garden and play area. Good housekeeping. All transport available . Walking track.",,,,
5,"₹ 10,000 /monthDeposit ₹ 30000",Sonigara Blue Dice,,,/2-bhk-bedroom-residential-apartments-for-rent-in-sonigara-blue-dice-chikhli-pune-1000-sq-ft-spid-X54258572,2 BHK Residential Apartment for rent in Chikhali,"1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths,,"Looking for an affordable apartment with best facilities? You are at the right place! A residential apartment at chikhali, pune, with super built up area of 1000 sq. Ft. Is available for rent. It is located on the 8th floor, which comprises of 2 bedrooms, 2 bathrooms, kitchen, lights, and fans. There are 2 balconies in the property, which makes it fully ventilated, full of natural light, with a...",,,,
6,"₹ 38,000 /monthDeposit 3 month(s) rent",Clover Acropolis,,,/3-bhk-bedroom-residential-apartments-for-rent-in-clover-acropolis-viman-nagar-pune-1530-sq-ft-spid-Y51618492,3 BHK Residential Apartment for rent in Viman Nagar,"1,530 sq.ft. (142 sq.m.) Super built-up Area",3 BHK3 Baths,,"Clover acropolis is a prestigious society in viman nagar, pune. Right next to the biggest mall, phoenix mall and the main road, nagar road is just 100m away. The society is also 1.5 km from the airport and is in close proximity to kalyani nagar. There are very good schools within 4 km radius and lot of it hubs within 5 kms. Viman nagar is the most happening place in pune. We are willing to go f...",,,,
7,"₹ 11,000 /monthDeposit ₹ 25000",Majestique Manhattan,,,/2-bhk-bedroom-residential-apartments-for-rent-in-majestique-manhattan-wagholi-pune-838-sq-ft-spid-W39297213,2 BHK Residential Apartment for rent in Wagholi,838 sq.ft. (78 sq.m.) Super built-up Area,2 BHK2 Baths,,"I want to rent out a 2 bhk apartment available in majestique manhattan, wagholi, pune. Located in a serene place, it has a super built-Up area of 838. 0 sq. Ft. It is an attractive and a newly constructed property. The property has an amazing location and is unfurnished. It has 3 balcony(s) which offer an excellent view. Immediately available. Additional details : The society has dedicated secu...",,,,
8,"₹ 22,500 /monthDeposit ₹ 50000",Vridavan Elegance,,,/3-bhk-bedroom-residential-apartments-for-rent-in-vridavan-elegance-bhausaheb-kalate-nagar-pune-1275-sq-ft-spid-K55035788,3 BHK Residential Apartment for rent in Bhausaheb Kalate Nagar,"1,275 sq.ft. (118 sq.m.) Super built-up Area",3 BHK2 Baths,,"Looking for an affordable apartment with best facilities? You are at the right place! A fully furnished residential apartment at bhausaheb kalate nagar, pune, with super built up area of 1275 sq. Ft. Is available for rent. It is located on the 3rd floor, which comprises of 3 bedrooms, 2 bathrooms, 4 beds, 4 wardrobes, modular kitchen, water purifier, fridge, 3 geysers, stove, lights, and fans. ...",,,,
9,"₹ 18,000 /monthDeposit ₹ 50000","Giridhar Oasis, Thite Wasti , Pune",,,/2-bhk-bedroom-residential-apartments-for-rent-in-giridhar-oasis-thite-wasti-pune-kharadi-pune-1800-sq-ft-spid-Y55647228,2 BHK Residential Apartment for rent in Kharadi,"1,800 sq.ft. (167 sq.m.) Super built-up Area",2 BHK2 Baths,,"All basic amenities like mall, hospital,scholl at the walking distance .....
Big,spacious & airy flat ....Newly painted & renovated .",,,,
